Provinsi,KabKot,Jenis Kelamin,Tingkat Pendidikan,Jumlah Penduduk,Latitude,Longitude
Sumatera Selatan,Musi Rawas,Jumlah Perempuan,Tamat SD,80391,-2.95853,102.861
Sumatera Selatan,Musi Rawas,Jumlah Perempuan,Tamat SLTP,34042,-2.95853,102.861
Sumatera Selatan,Musi Rawas,Jumlah Perempuan,Tamat SLTA,20760,-2.95853,102.861
Sumatera Selatan,Musi Rawas,Jumlah Perempuan,Tamat PT,3954,-2.95853,102.861
Sumatera Selatan,Musi Banyuasin,Jumlah Perempuan,Tidak/Belum Tamat SD,19263,-2.44468,104.293
Sumatera Selatan,Musi Banyuasin,Jumlah Perempuan,Tamat SD,89971,-2.44468,104.293
Sumatera Selatan,Musi Banyuasin,Jumlah Perempuan,Tamat SLTP,36554,-2.44468,104.293
Sumatera Selatan,Musi Banyuasin,Jumlah Perempuan,Tamat SLTA,25939,-2.44468,104.293
Sumatera Selatan,Musi Banyuasin,Jumlah Perempuan,Tamat PT,5267,-2.44468,104.293
Sumatera Selatan,Banyu Asin,Jumlah Perempuan,Tidak/Belum Tamat SD,32484,-2.41036,104.787
Sumatera Selatan,Banyu Asin,Jumlah Perempuan,Tamat SD,112829,-2.41036,104.787
Sumatera Selatan,Banyu Asin,Jumlah Perempuan,Tamat SLTP,42482,-2.41036,104.787
Sumatera Selatan,Banyu Asin,Jumlah Perempuan,Tamat SLTA,34613,-2.41036,104.787
Sumatera Selatan,Banyu Asin,Jumlah Perempuan,Tamat PT,7501,-2.41036,104.787
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,7658,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Perempuan,Tamat SD,50931,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Perempuan,Tamat SLTP,23284,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Perempuan,Tamat SLTA,13673,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Perempuan,Tamat PT,3091,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Perempuan,Tidak/Belum Tamat SD,21929,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Perempuan,Tamat SD,86406,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Perempuan,Tamat SLTP,49203,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Perempuan,Tamat SLTA,30071,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Perempuan,Tamat PT,7082,-4.08204,104.568
Sumatera Selatan,Ogan Ilir,Jumlah Perempuan,Tidak/Belum Tamat SD,10712,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Perempuan,Tamat SD,66623,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Perempuan,Tamat SLTP,24366,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Perempuan,Tamat SLTA,21465,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Perempuan,Tamat PT,5135,-3.42967,104.575
Sumatera Selatan,Empat Lawang,Jumlah Perempuan,Tidak/Belum Tamat SD,8208,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Perempuan,Tamat SD,30314,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Perempuan,Tamat SLTP,17070,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Perempuan,Tamat SLTA,11426,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Perempuan,Tamat PT,2103,-3.72128,102.917
Sumatera Selatan,Kota Palembang,Jumlah Perempuan,Tidak/Belum Tamat SD,24156,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Perempuan,Tamat SD,124964,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Perempuan,Tamat SLTP,105858,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Perempuan,Tamat SLTA,200579,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Perempuan,Tamat PT,67643,-3.0036,104.728
Sumatera Selatan,Kota Prabumulih,Jumlah Perempuan,Tidak/Belum Tamat SD,3896,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Perempuan,Tamat SD,16950,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Perempuan,Tamat SLTP,11102,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Perempuan,Tamat SLTA,17001,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Perempuan,Tamat PT,5635,-3.49761,104.22
Sumatera Selatan,Kota Pagar Alam,Jumlah Perempuan,Tidak/Belum Tamat SD,3370,-4.14946,103.34
Sumatera Selatan,Kota Pagar Alam,Jumlah Perempuan,Tamat SD,13295,-4.14946,103.34
